Name,Nationality,Age,Height(cm),Weight(kg),Overall,Potential,Club,Preferred Foot,W/F,Best Position,Value(Thousand$),IR
Sergio Benito,Spain,21,173,73,63,74,Real Valladolid CF,Right,1,ST,1000.0,1
Y. Toyoda,Japan,35,185,79,63,63,Sagan Tosu,Right,1,ST,200.0,1
Steven Vitória,Canada,33,195,86,63,63,Moreirense FC,Right,1,CB,230.0,1
Jorge Mier,Spain,21,175,65,63,77,Real Oviedo,Right,1,RB,1000.0,1
G. Lillard,United States,24,193,88,63,68,Columbus Crew SC,Left,1,CB,650.0,1
A. Okosun,Denmark,26,197,85,63,64,Odense Boldklub,Right,1,ST,550.0,1
A. May,England,26,176,72,63,64,Cheltenham Town,Right,1,ST,575.0,1
Liao Junjian,China PR,26,183,77,63,65,Wuhan Zall,Right,1,CB,525.0,1
Oh Beom Seok,Korea Republic,35,181,79,63,63,Pohang Steelers,Right,1,CM,190.0,1
D. Sarmiento,Argentina,17,167,60,63,83,Estudiantes de La Plata,Right,1,LW,1000.0,1
M. Malec,Poland,25,190,84,63,68,Pogoń Szczecin,Left,1,CB,625.0,1
N. Canavan,Republic of Ireland,29,193,76,63,63,Plymouth Argyle,Left,1,CB,400.0,1
C. Morton,England,20,177,65,63,77,Lincoln City,Right,1,ST,1000.0,1
Arthur Silva,Brazil,25,181,80,63,66,FC Tokyo,Right,1,CDM,625.0,1
U. Abreliano,Argentina,22,172,65,63,72,Arsenal de Sarandí,Right,1,RWB,1000.0,1
B. Tabla,Canada,21,174,69,63,74,Montreal Impact,Right,1,CAM,1000.0,1
L. Leahy,England,27,178,73,63,63,Bristol Rovers,Left,1,LWB,475.0,1
Ramón Enríquez,Spain,19,173,68,63,76,Málaga CF,Right,1,RM,1000.0,1
F. Hadid,United Arab Emirates,26,169,73,63,63,Al Ain FC,Left,1,RM,525.0,1
N. Kuveljić,Serbia,23,194,85,63,71,Wisła Kraków,Left,1,CDM,1000.0,1
Yang Hyung Mo,Korea Republic,28,185,84,63,64,Suwon Samsung Bluewings,Left,1,GK,375.0,1
M. Maier,Austria,24,174,63,63,67,FC Admira Wacker Mödling,Right,1,RWB,700.0,1
R. Poole,Wales,22,184,74,63,75,Milton Keynes Dons,Right,1,CB,1000.0,1
L. Schoofs,Belgium,23,186,66,63,67,Heracles Almelo,Right,1,CDM,625.0,1
Luís Silva,Portugal,21,184,81,63,75,Os Belenenses,Left,1,CB,1000.0,1
M. Uğurlu,Turkey,31,177,74,63,63,Gazişehir Gaziantep F.K.,Left,1,LB,350.0,1
P. Soiri,Finland,25,183,63,63,64,No Club,Right,1,RM,0.0,1
D. Wenzel-Halls,Australia,22,175,70,63,73,Brisbane Roar,Right,1,ST,1000.0,1
D. Dike,United States,20,188,100,63,77,Orlando City SC,Right,1,ST,1000.0,1
D. González,Mexico,24,183,69,63,65,Deportivo Toluca,Left,1,LB,575.0,1
Hugo Rama,Spain,23,180,72,63,72,CD Lugo,Right,1,CAM,1000.0,1
K. Luckassen,Netherlands,26,185,80,63,64,FC Viitorul,Right,1,ST,575.0,1
J. González,Peru,30,165,59,63,63,Club Atlético Grau,Right,1,ST,475.0,1
S. Tedić,Serbia,20,190,81,63,76,PEC Zwolle,Right,1,ST,1000.0,1
L. Štor,Slovenia,21,178,75,63,73,SG Dynamo Dresden,Right,1,CAM,1000.0,1
Pelayo Morilla,Spain,18,180,74,63,79,Real Sporting de Gijón,Left,1,LM,1000.0,1
M. Koch,Netherlands,25,195,78,63,66,KAS Eupen,Right,1,CB,575.0,1
Sander Asevedo,Brazil,24,187,80,63,63,Fortaleza,Right,1,GK,400.0,1
A. Schmidt,Austria,22,193,88,63,70,SKN St. Pölten,Right,1,ST,975.0,1
R. Hayasaka,Japan,34,183,73,63,63,Hokkaido Consadole Sapporo,Right,1,CAM,230.0,1
R. De Vita,Italy,32,180,77,63,63,Livingston FC,Right,1,LM,375.0,1
L. Varney,England,37,180,70,63,63,Burton Albion,Right,1,ST,160.0,1
J. Jørgensen,Norway,31,183,76,63,63,IK Start,Right,1,CB,325.0,1
M. Tomozei,Romania,29,177,75,63,63,UTA Arad,Right,1,RB,425.0,1
Alfredo,Spain,22,169,59,63,73,Levante UD,Right,1,RM,1000.0,1
Kewin,Brazil,25,190,85,63,69,Moreirense FC,Right,1,GK,600.0,1
Iñaki Astiz,Spain,36,185,74,63,63,Legia Warszawa,Right,1,CB,90.0,1
H. Matamoros,Ecuador,35,170,65,63,63,El Nacional,Right,1,CAM,200.0,1
Wang Wei,China PR,31,185,67,63,63,Qingdao Huanghai F.C.,Right,1,LM,400.0,1
P. Owusu,Germany,23,191,87,63,70,SC Paderborn 07,Left,1,ST,975.0,1
L. Diabyfadiga,France,19,188,82,63,74,Paris FC,Left,1,ST,1000.0,1
C. Piergianni,England,28,185,78,63,63,Oldham Athletic,Left,1,CB,425.0,1
H. Hansen,Germany,25,195,88,63,68,FC Würzburger Kickers,Right,1,CB,625.0,1
Carlos Travisso,Brazil,24,180,75,63,63,Goiás,Right,1,GK,400.0,1
A. Jones,England,22,188,70,63,73,Hull City,Right,1,CB,1000.0,1
G. Johnston,Scotland,21,181,78,63,75,Feyenoord,Left,1,CB,1000.0,1
Víctor Fernández,Spain,22,180,70,63,75,FC Viitorul,Right,1,LW,1000.0,1
J. Clarke,England,28,183,71,63,63,Scunthorpe United,Right,1,RB,425.0,1
F. Ilie,Romania,28,188,83,63,64,UTA Arad,Left,1,CB,450.0,1
N. Gillekens,Belgium,24,185,80,63,68,Royal Excel Mouscron,Right,1,GK,575.0,1
K. Shiihashi,Japan,23,178,70,63,70,Vegalta Sendai,Right,1,CDM,900.0,1
S. Ingelsson,Sweden,22,189,83,63,74,SC Paderborn 07,Left,1,LM,1000.0,1
Rui Pires,Portugal,22,184,71,63,74,ESTAC Troyes,Right,1,CDM,1000.0,1
D. Dianessy,France,24,182,66,63,69,Fortuna Sittard,Left,1,CAM,750.0,1
M. Enrique,Argentina,20,178,76,63,75,Vélez Sarsfield,Right,1,CM,1000.0,1
I. Vassell,England,26,175,71,63,64,Cardiff City,Right,1,ST,575.0,1
Anderson Oliveira,Brazil,21,171,64,63,74,Portimonense SC,Right,1,RM,1000.0,1
R. Shinzato,Japan,29,184,70,63,63,Gamba Osaka,Right,1,CB,400.0,1
S. Mauk,Australia,24,174,64,63,65,Adelaide United,Right,1,CAM,625.0,1
B. McKay,Northern Ireland,31,170,68,63,63,Ross County FC,Right,1,ST,400.0,1
S. Novothny,Hungary,26,185,84,63,64,VfL Bochum 1848,Right,1,ST,575.0,1
R. Tesuri,Argentina,24,166,60,63,68,Godoy Cruz,Right,1,RM,725.0,1
J. Akinde,England,30,188,87,63,63,Gillingham,Right,1,ST,475.0,1
J. Dhillon,United States,25,193,84,63,68,Seattle Sounders FC,Right,1,ST,725.0,1
M. Müller,Germany,28,173,65,63,63,1. FC Saarbrücken,Left,1,LB,425.0,1
Lee Ji Min,Korea Republic,26,173,74,63,64,Busan IPark,Left,1,LB,525.0,1
D. Ciobotariu,Romania,22,187,79,63,72,CFR Cluj,Right,1,CB,1000.0,1
A. Martínez,Chile,26,176,72,63,66,Audax Italiano,Right,1,CAM,625.0,1
M. Konradsen,Norway,24,176,72,63,70,FK Bodø/Glimt,Right,1,CM,950.0,1
A. Prokić,Serbia,31,178,73,63,63,Stal Mielec,Left,1,LM,400.0,1
K. Bryan,England,23,185,72,63,73,Sheffield United,Left,1,CB,1000.0,1
Song Seung Min,Korea Republic,28,187,77,63,63,Sangju Sangmu FC,Right,1,RM,500.0,1
F. Aliti,Kosovo,26,186,77,63,66,FC Zürich,Left,1,CB,550.0,1
T. Matsuura,Japan,31,167,64,63,63,Yokohama FC,Right,1,RM,400.0,1
Endika,Spain,23,177,68,63,70,CA Osasuna,Left,1,LB,925.0,1
T. Becker,Germany,23,186,81,63,70,FC Schalke 04,Right,1,CB,925.0,1
D. Bomheuer,Germany,29,193,86,63,63,1. FC Magdeburg,Right,1,CB,400.0,1
M. Hebo,Denmark,24,190,75,63,67,Lyngby BK,Right,1,CM,675.0,1
J. Scott,Scotland,19,188,87,63,80,Hull City,Right,1,ST,1000.0,1
P. Pawlett,Scotland,29,178,68,63,63,Dundee United,Right,1,RM,475.0,1
D. Simani,Albania,28,188,90,63,63,FC Vaduz,Right,1,CB,425.0,1
M. Kos,Austria,23,183,80,63,69,FK Austria Wien,Right,1,GK,625.0,1
M. Urbańczyk,Poland,25,172,70,63,65,Stal Mielec,Right,1,CDM,550.0,1
A. Portales,Mexico,24,182,76,63,68,Monterrey,Right,1,CB,675.0,1
Steven Prieto,Spain,22,182,78,63,72,Real Oviedo,Right,1,ST,1000.0,1
E. Simms,England,19,183,73,63,81,Everton,Right,1,ST,1000.0,1
T. Dieng,France,28,189,79,63,63,Southend United,Right,1,CB,425.0,1
P. Gueye,Senegal,20,188,75,63,74,KV Kortrijk,Right,1,ST,1000.0,1
F. Riedel,Germany,30,175,73,63,63,VfB Lübeck,Right,1,RWB,475.0,1
V. Stojanovski,North Macedonia,23,186,75,63,69,FC Chambly Oise,Right,1,ST,775.0,1
P. Pîrvulescu,Romania,31,170,71,63,63,Academica Clinceni,Left,1,LB,350.0,1
J. Medina,Colombia,25,180,74,63,67,Deportivo Pasto,Right,1,CAM,675.0,1
A. Dozzell,England,21,178,64,63,74,Ipswich Town,Left,1,CAM,1000.0,1
K. Hemmings,England,28,186,78,63,63,Burton Albion,Right,1,ST,500.0,1
A. Bajic,Austria,24,183,70,63,66,SV Ried,Right,1,CM,650.0,1
L. Corbu,Romania,26,174,68,63,66,Chindia Târgovişte,Right,1,LB,575.0,1
Léo Vieira,Brazil,29,193,77,63,64,Rio Ave FC,Right,1,GK,375.0,1
T. Dolan,England,18,164,65,63,83,Blackburn Rovers,Right,1,CAM,1000.0,1
A. Gülay,Turkey,17,180,70,63,78,Alanyaspor,Left,1,LB,1000.0,1
R. Goteni,Congo,24,189,84,63,68,USL Dunkerque,Right,1,CB,675.0,1
R. Yılmaz,Turkey,19,174,67,63,79,Beşiktaş JK,Left,1,LWB,1000.0,1
L. Scepanik,Germany,26,176,70,63,64,MSV Duisburg,Left,1,LM,575.0,1
N. Guinness-Walker,England,20,180,70,63,76,AFC Wimbledon,Left,1,LWB,1000.0,1
T. Guivarch,France,24,195,87,63,68,Rodez Aveyron Football,Right,1,GK,575.0,1
L. Leroy,France,20,186,82,63,78,La Berrichonne de Châteauroux,Right,1,CM,1000.0,1
E. Bolaños,Colombia,21,184,73,63,73,SD Ponferradina,Right,1,ST,1000.0,1
E. Sylisufaj,Sweden,20,179,80,63,75,Falkenbergs FF,Right,1,ST,1000.0,1
D. Jama,Ecuador,21,177,75,63,71,LDU Quito,Right,1,RM,1000.0,1
D. O'Shaughnessy,Finland,25,190,84,63,68,HJK Helsinki,Left,1,CB,625.0,1
S. Tarashaj,Switzerland,25,176,82,63,65,FC Emmen,Right,1,ST,600.0,1
A. Sotona,Republic of Ireland,17,179,65,63,81,OGC Nice,Left,1,LW,1000.0,1
Pedro Amador,Portugal,21,181,70,63,73,Moreirense FC,Left,1,LB,1000.0,1
J. Roca,Bolivia,21,180,78,63,70,Nacional Potosí,Right,1,GK,825.0,1
Rong Hao,China PR,33,177,67,63,63,Tianjin TEDA FC,Left,1,RB,250.0,1
H. Ortega,Mexico,20,190,77,63,78,Deportivo Toluca,Right,1,CB,1000.0,1
A. Perea,Colombia,19,185,76,63,78,Orlando City SC,Right,1,CDM,1000.0,1
C. Lang,England,21,180,73,63,71,Motherwell,Right,1,ST,1000.0,1
G. Faivre,Switzerland,33,188,83,63,63,BSC Young Boys,Right,1,GK,160.0,1
H. Burgoyne,England,23,193,80,63,70,Shrewsbury,Right,1,GK,825.0,1
S. Sharahili,Saudi Arabia,30,175,68,63,63,Al Faisaly,Right,1,CDM,400.0,1
G. Smith,United States,24,191,84,63,69,Sporting Kansas City,Right,1,CB,700.0,1
J. Bowery,England,28,185,76,63,63,Mansfield Town,Right,2,ST,500.0,2
N. Fofana,France,30,183,78,63,63,La Berrichonne de Châteauroux,Right,1,RB,425.0,1
D. Fernández,Argentina,19,180,74,63,75,Vélez Sarsfield,Right,1,CB,1000.0,1
P. Tuszyński,Poland,30,184,77,63,63,Wisła Płock,Right,1,ST,475.0,1
P. Sweeney,Republic of Ireland,25,178,80,63,65,Exeter City,Right,1,CB,525.0,1
Mejías,Spain,31,195,84,63,63,Dinamo Bucureşti,Right,1,GK,250.0,1
N. Sosa,Uruguay,24,177,66,63,68,Club León,Right,1,ST,725.0,1
J. Kadile,France,17,178,75,63,80,Stade Rennais FC,Right,1,ST,1000.0,1
P. Ruiz,Argentina,21,172,68,63,75,Real Salt Lake,Left,1,LWB,1000.0,1
S. Abraham,Sweden,29,178,74,63,63,IFK Göteborg,Left,1,CAM,475.0,1
Chi Wenyi,China PR,32,183,70,63,63,Hebei China Fortune FC,Right,1,GK,240.0,1
S. O'Keefe,England,29,173,64,63,63,Gillingham,Right,1,CDM,475.0,1
I. Furu,Norway,26,191,84,63,67,Kristiansund BK,Left,1,CB,600.0,1
S. Klaas,Germany,22,178,65,63,74,VfL Osnabrück,Right,1,RM,1000.0,1
A. Semprini,Italy,22,183,75,63,69,Brescia,Right,1,LB,725.0,1
K. Agudelo,Colombia,21,178,70,63,74,Spezia,Left,1,CAM,1000.0,1
T. Smola,Czech Republic,31,191,86,63,63,Gaz Metan Mediaş,Right,1,ST,400.0,1
M. Feeney,England,21,190,73,63,74,Sunderland,Right,1,CB,1000.0,1
R. Rivas,Venezuela,20,184,74,63,74,Estudiantes de Mérida,Right,1,RM,1000.0,1
M. Schwenk,Germany,28,178,77,63,63,Eintracht Braunschweig,Right,1,LM,475.0,1
P. Ulvestad,Norway,29,194,85,63,63,Kristiansund BK,Right,1,CDM,400.0,1
A. Calver,Australia,24,186,76,63,67,Western United FC,Right,1,CB,625.0,1
G. Ganea,Romania,21,179,72,63,74,FC Viitorul,Right,1,ST,1000.0,1
E. Binaku,Albania,24,185,70,63,68,IFK Norrköping,Left,1,LWB,675.0,1
R. Bowman,England,28,185,83,63,63,Exeter City,Right,1,ST,500.0,1
D. Osei Yaw,France,21,187,80,63,73,Oxford United,Right,1,ST,1000.0,1
J. Mvondo,Cameroon,22,177,72,63,71,Albacete BP,Right,1,CDM,1000.0,1
L. Poręba,Poland,20,180,70,63,74,Zagłębie Lubin,Right,1,CDM,1000.0,1
S. McLoughlin,Republic of Ireland,23,175,70,63,71,AFC Wimbledon,Right,1,RM,1000.0,1
M. Akçay,Turkey,22,182,79,63,73,MKE Ankaragücü,Left,1,ST,1000.0,1
S. Seedorf,Netherlands,22,173,68,63,75,Motherwell,Right,1,RM,1000.0,1
J. Taylor,Wales,28,177,77,63,63,Exeter City,Right,1,RM,475.0,1
L. Kwadwo,Germany,23,187,78,63,69,FC Würzburger Kickers,Left,1,CB,700.0,1
J. Vargas,Costa Rica,25,192,88,63,70,Millonarios FC,Right,1,CB,875.0,1
A. Amade,Germany,20,171,63,63,78,TSG 1899 Hoffenheim,Right,1,RB,1000.0,1
J. Cascini,Argentina,23,171,68,63,72,Academica Clinceni,Right,1,CM,1000.0,1
R. Prieto,Mexico,23,170,61,63,70,Santos Laguna,Right,1,CAM,975.0,1
D. Donohue,Wales,26,180,71,63,64,Swindon Town,Left,1,LM,550.0,1
D. Wynne,New Zealand,25,178,75,63,68,Colorado Rapids,Left,1,CB,625.0,1
J. Rankin-Costello,England,20,183,64,63,78,Blackburn Rovers,Right,1,RM,1000.0,1
S. Beusnard,France,28,170,62,63,63,Pau FC,Left,1,RM,475.0,1
T. Hamer,England,20,188,80,63,74,Oldham Athletic,Right,1,RB,1000.0,1
E. Fernández,Argentina,19,178,78,63,79,Defensa y Justicia,Right,1,CAM,1000.0,1
L. D'Arrigo,Australia,18,178,70,63,75,Adelaide United,Right,1,CDM,1000.0,1
M. Mendler,Germany,27,173,72,63,63,1. FC Saarbrücken,Left,1,LM,500.0,1
A. McCann,Northern Ireland,20,178,65,63,78,St. Johnstone FC,Right,1,CM,1000.0,1
Kim Moon Hwan,Korea Republic,24,172,64,63,68,Busan IPark,Right,1,RM,675.0,1
M. Miljevic,United States,19,178,72,63,80,Argentinos Juniors,Right,1,RM,1000.0,1
A. Gómez,Mexico,18,183,72,63,81,Boavista FC,Left,1,LB,1000.0,1
S. Voet,Belgium,20,191,77,63,74,KV Mechelen,Left,1,CB,975.0,1
A. Taylor-Sinclair,Scotland,29,187,82,63,63,Livingston FC,Left,1,LB,425.0,1
E. Ersu,Turkey,26,195,92,63,66,Atiker Konyaspor,Right,1,GK,475.0,1
Jeong Dong Yun,Korea Republic,26,175,70,63,66,Incheon United FC,Right,1,RB,575.0,1
A. Trouillet,France,19,175,65,63,76,OGC Nice,Left,1,CAM,1000.0,1
M. Karamoko,France,20,188,81,63,77,LASK Linz,Right,1,ST,1000.0,1
A. Dedić,Bosnia Herzegovina,17,180,67,63,82,FC Red Bull Salzburg,Right,1,RM,1000.0,1
Yi Teng,China PR,30,190,75,63,63,Guangzhou R&F FC,Right,1,CB,400.0,1
Kim Kyung Jung,Korea Republic,29,179,71,63,63,Gangwon FC,Right,1,LW,475.0,1
V. Karpov,Russia,17,190,73,63,78,PFC CSKA Moscow,Right,1,CDM,1000.0,1
C. Higuera,Mexico,19,182,77,63,78,Club Tijuana,Right,1,GK,1000.0,1
M. Pedersen,Denmark,30,184,87,63,63,SønderjyskE,Right,1,CB,400.0,1
P. Bonet,DR Congo,17,193,94,63,76,Stade Rennais FC,Right,1,GK,950.0,1
J. Tell,France,23,185,74,63,71,Clermont Foot 63,Right,1,ST,1000.0,1
T. Washington,United States,26,178,77,63,64,Nashville SC,Left,1,LB,525.0,1
J. Vollert,Germany,22,186,83,63,74,Hallescher FC,Right,1,CB,1000.0,1
Hong Jeong Un,Korea Republic,25,187,76,63,68,Daegu FC,Right,1,CB,625.0,1
E. Lanini,Italy,26,186,75,63,66,Parma,Right,1,ST,625.0,1
L. Slišković,Austria,25,180,79,63,67,1. FC Magdeburg,Right,1,CAM,675.0,1
P. Nebel,Germany,17,169,66,63,84,1. FSV Mainz 05,Left,1,CAM,1000.0,1
G. Del Castillo,Venezuela,29,187,81,63,63,Estudiantes de Mérida,Right,1,CB,400.0,1
T. Karlsson,Sweden,31,187,85,63,63,Falkenbergs FF,Right,1,CB,325.0,1
J. Manríquez,Venezuela,33,180,80,63,63,Estudiantes de Mérida,Right,1,RB,250.0,1
C. Smith,Scotland,24,175,61,63,68,Dundee United,Right,1,CAM,725.0,1
M. Angha,Switzerland,26,188,79,63,66,Fortuna Sittard,Right,1,CB,550.0,1
W. Evseev,Germany,28,179,73,63,63,SV Meppen,Left,1,LM,475.0,1
S. Nago,Japan,24,168,64,63,67,Kashima Antlers,Right,1,RM,675.0,1
M. Salazar,Belize,27,180,82,63,63,Houston Dynamo,Right,1,ST,500.0,1
Y. Diouf,France,20,184,74,63,78,Stade de Reims,Right,1,GK,1000.0,1
F. Sierralta,Chile,23,190,83,63,69,Watford,Right,1,CB,700.0,1
P. Abraham,Sweden,17,176,69,63,79,AIK,Right,1,CAM,1000.0,1
G. Firpo,Uruguay,31,186,82,63,63,Liverpool Fútbol Club,Right,1,CDM,325.0,1
E. Caicedo,Colombia,25,186,79,63,70,Deportivo Cali,Left,1,CB,875.0,1
I. Kestler,Argentina,22,181,81,63,74,Club Atlético Tigre,Right,1,ST,1000.0,1
J. López,Argentina,20,182,72,63,78,Racing Club,Right,1,CAM,1000.0,1
T. Dekker,Netherlands,22,184,78,63,69,VVV-Venlo,Right,1,RWB,725.0,1
L. Tankulić,Germany,29,183,77,63,63,SV Meppen,Right,1,CAM,475.0,1
M. Pérez,Argentina,20,183,75,63,72,Club Atlético Lanús,Right,1,CB,975.0,1
R. Sweeney,Republic of Ireland,23,193,87,63,69,Mansfield Town,Left,1,CB,700.0,1
O. Zawada,Poland,24,192,83,63,67,Raków Częstochowa,Right,1,ST,700.0,1
Yang Cheng,China PR,34,186,77,63,63,Hebei China Fortune FC,Right,1,GK,80.0,1
T. Casali,Austria,24,191,82,63,68,SCR Altach,Right,1,GK,575.0,1
Y. Kobayashi,Japan,34,176,72,63,63,Sagan Tosu,Right,1,RB,180.0,1
P. Mystkowski,Poland,22,174,62,63,71,Jagiellonia Białystok,Right,1,RM,1000.0,1
O. Steurer,Germany,25,191,84,63,70,1. FC Heidenheim 1846,Left,1,CB,875.0,1
M. Engelhardt,Germany,27,191,88,63,66,Eintracht Braunschweig,Right,1,GK,475.0,1
M. Kiprit,Turkey,20,182,80,63,77,KFC Uerdingen 05,Right,1,ST,1000.0,1
V. Postolachi,France,20,189,80,63,74,Royal Excel Mouscron,Right,1,ST,1000.0,1
Nathan,Brazil,18,183,71,63,77,Boavista FC,Right,1,RB,1000.0,1
D. Bergqvist,Sweden,27,185,87,63,66,Kalmar FF,Right,1,CB,550.0,1
Y. Karabelyov,Bulgaria,24,183,75,63,70,No Club,Left,1,CM,0.0,1
A. Nandzik,Germany,27,172,73,63,63,SSV Jahn Regensburg,Left,1,LB,475.0,1
M. Szromnik,Poland,27,190,80,63,66,Śląsk Wrocław,Left,1,GK,475.0,1
D. Drescher,Austria,30,190,85,63,63,SKN St. Pölten,Left,1,CB,400.0,1
R. Book,Sweden,28,178,78,63,63,Varbergs BoIS,Right,1,LM,475.0,1
M. Abeijón,Uruguay,20,175,72,63,72,Liverpool Fútbol Club,Left,1,ST,1000.0,1
B. Martínez,Argentina,20,169,73,63,75,Independiente,Right,1,ST,1000.0,1
M. Woud,New Zealand,21,196,85,63,74,No Club,Left,1,GK,0.0,1
R. Contreras,Argentina,24,182,78,63,67,Club Atlético Aldosivi,Left,1,ST,700.0,1
Zubimendi,Spain,21,181,74,63,75,Real Sociedad,Right,1,CM,1000.0,1
R. Leal,Costa Rica,23,169,66,63,69,Nashville SC,Right,1,CAM,750.0,1
E. Børufsen,Norway,32,179,83,63,63,IK Start,Left,1,LM,375.0,1
B. Easton,Scotland,32,183,76,63,63,Hamilton Academical FC,Left,1,CB,300.0,1
Canillas,Spain,23,188,79,63,68,SV Ried,Right,1,ST,725.0,1
B. Sambou,Germany,22,184,75,63,70,Randers FC,Right,1,ST,975.0,1
L. Caffaratti,Argentina,30,182,81,63,63,Central Córdoba,Right,1,GK,325.0,1
F. Purece,Romania,28,182,75,63,63,Sepsi OSK,Left,1,CAM,475.0,1
L. Vargas,Bolivia,24,182,68,63,68,Club Blooming,Right,1,CDM,725.0,1
L. Hodson,Northern Ireland,28,174,71,63,63,Hamilton Academical FC,Right,1,RB,425.0,1
K. Walker,Sweden,30,177,72,63,63,Djurgårdens IF,Right,1,CDM,450.0,1
Heo Yong Joon,Korea Republic,27,184,75,63,64,Sangju Sangmu FC,Right,1,RM,550.0,1
C. Thomas,England,26,185,72,63,65,Cheltenham Town,Right,1,CM,600.0,1
Guille Rosas,Spain,20,175,65,63,75,Real Sporting de Gijón,Right,1,RB,1000.0,1
H. Singh,Norway,29,180,74,63,63,Sandefjord Fotball,Right,1,CM,475.0,1
F. Winther,Denmark,19,186,70,63,78,Lyngby BK,Left,1,CB,1000.0,1
G. Bayrakdar,Turkey,18,181,74,63,77,Antalyaspor,Left,1,LM,1000.0,1
Arnedo,Spain,24,178,69,63,70,UD Logroñés,Right,1,CM,950.0,1
K. Goudmijn,Netherlands,18,173,58,63,80,AZ Alkmaar,Right,1,CAM,1000.0,1
M. Sadler,England,35,180,74,63,63,Walsall,Left,1,CB,130.0,1
Mario Hernández,Spain,21,178,69,63,74,Rayo Vallecano,Right,1,CB,1000.0,1
H. Ben Moussa,Netherlands,28,180,72,63,63,FC Emmen,Right,1,CAM,475.0,1
K. Aribi,Algeria,26,192,75,63,66,Nîmes Olympique,Right,1,ST,625.0,1
Jhonata Robert,Brazil,20,179,71,63,74,Famalicão,Right,1,RM,1000.0,1
Sergio Gónzalez,Spain,23,184,77,63,71,Cádiz CF,Right,1,CB,1000.0,1
A. Gremsl,Austria,25,190,85,63,67,SKN St. Pölten,Left,1,GK,525.0,1
H. Pérez,Venezuela,33,174,70,63,63,Aragua FC,Right,1,CAM,300.0,1
D. Mandroiu,Republic of Ireland,21,178,73,63,73,Bohemian FC,Right,1,CAM,1000.0,1
Y. Maziz,France,22,175,65,63,69,FC Metz,Right,1,CAM,775.0,1
R. van der Venne,Netherlands,28,173,71,63,63,RKC Waalwijk,Left,1,CAM,475.0,1
A. Kızıldağ,Turkey,21,187,77,63,75,Gençlerbirliği SK,Right,1,CB,1000.0,1
S. Mara,France,17,184,79,63,84,FC Girondins de Bordeaux,Right,1,ST,1000.0,1
R. Bacchia,Uruguay,21,185,80,63,77,Independiente,Right,1,GK,1000.0,1
H. Ishige,Japan,25,170,69,63,64,Shimizu S-Pulse,Right,1,LM,575.0,1
A. Canli,Turkey,23,181,77,63,69,Hatayspor,Right,1,CDM,700.0,1
D. Cleary,Republic of Ireland,24,182,74,63,70,Dundalk,Right,1,CB,900.0,1
Zé Eduardo,Brazil,28,186,82,63,63,Sandefjord Fotball,Right,1,CAM,475.0,1
M. De Luca,Italy,21,192,75,63,73,Chievo Verona,Right,1,ST,1000.0,1
Luquinhas,Brazil,19,167,65,63,71,Portimonense SC,Right,1,RM,1000.0,1
C. Taylor,England,33,183,73,63,63,Barrow,Right,1,LM,300.0,1
T. Rocha,Belize,26,175,75,63,64,New York City FC,Right,1,CM,550.0,1
P. Pokorný,Slovakia,18,183,76,63,78,SKN St. Pölten,Right,1,CDM,1000.0,1
Fran González,Spain,21,188,81,63,73,RCD Mallorca,Right,1,CB,1000.0,1
O. Mora,Peru,21,173,63,63,75,Alianza Lima,Right,1,RM,1000.0,1
T. Dähne,Germany,26,193,84,63,68,Holstein Kiel,Right,1,GK,550.0,1
T. Monyane,South Africa,20,175,68,63,74,Orlando Pirates,Right,1,RM,1000.0,1
C. Niasse,Senegal,20,188,82,63,79,LOSC Lille,Right,1,CDM,1000.0,1
N. Seiwald,Austria,19,179,70,63,77,FC Red Bull Salzburg,Right,1,CM,1000.0,1
K. Skaanes,Norway,25,175,61,63,65,IK Start,Right,1,RM,600.0,1
R. Villanueva,Venezuela,27,178,77,63,63,Caracas FC,Right,1,CB,450.0,1
Alberto,Spain,23,190,79,63,71,CD Mirandés,Right,1,GK,925.0,1
J. Muñoz,Chile,29,182,82,63,64,Audax Italiano,Right,1,GK,375.0,1
A. Carrasquilla,Panama,21,170,72,63,72,FC Cartagena,Right,1,CAM,1000.0,1
K. Erdoğan,Turkey,32,188,80,63,63,BB Erzurumspor,Right,1,GK,240.0,1
J. Cazares,Ecuador,29,172,75,63,63,SD Aucas,Right,1,CB,400.0,1
S. Prieto,Argentina,27,180,73,63,64,Club Atlético Tigre,Left,1,LB,500.0,1
João Gonçalves,Portugal,19,188,73,63,73,Boavista FC,Right,1,GK,900.0,1
P. Caddis,Scotland,32,170,67,63,63,Swindon Town,Right,1,RB,325.0,1
Kim Min Hyeok,Korea Republic,27,183,71,63,63,Sangju Sangmu FC,Right,1,CAM,500.0,1
S. Sinyan,Gambia,23,188,80,63,72,Molde FK,Right,1,CB,1000.0,1
E. Shomurodov,Uzbekistan,25,190,76,63,68,Genoa,Right,1,ST,725.0,1
C. Kinsombi,Germany,20,177,70,63,74,KFC Uerdingen 05,Right,1,RM,1000.0,1
S. Jombati,Portugal,32,182,75,63,63,Oldham Athletic,Right,1,CB,300.0,1
Z. Görgen,Turkey,20,188,79,63,76,Çaykur Rizespor,Right,1,GK,1000.0,1
T. Ominami,Japan,22,184,76,63,71,Kashiwa Reysol,Right,1,CB,1000.0,1
Jajá,Brazil,25,178,70,63,67,Kalmar FF,Left,1,CAM,675.0,1
L. Pirola,Italy,18,185,79,63,84,AC Monza,Left,1,CB,1000.0,1
